fdc_id,unit,description,grams
171138,oz,oz,28.25
171138,back,back,1245
171139,oz,oz,28.333
171139,back,back,949
171140,oz,oz,28.333
171140,piece,piece,181
171141,cup,cup (8 fl oz),257
171141,can,"can (11 oz), undiluted",312
171142,cup,cup,260
171142,can,can 11.5 oz,326
171143,cup,cup (8 fl oz),263
171143,can,can (11.25 oz),319
171144,cup,cup (8 fl oz),243
171144,can,can (19.25 oz),546
171145,cup,cup,245
171146,cup,cup (4 fl oz),252
171146,can,can (10.75 oz),305
171147,cup,cup (4 fl oz),252
171147,can,can (10.75 oz),305
171148,can,can,530
171148,cup,cup,243
171149,cup,cup,242
171149,can,can (10.7 oz),303
171150,cup,cup (8 fl oz),263
171150,can,can (11.25 oz),319
171151,cup,cup (8 fl oz),240
171151,can,can (19 oz),539
171152,cup,cup (4 fl oz),252
171152,can,can (10.75 oz),305
171153,cup,cup (4 fl oz),246
171153,can,can (10.5 oz),298
171154,cup,cup (4 fl oz),252
171154,can,can (10.75 oz),305
171155,cup,cup,252
171156,cup,cup (4 fl oz),252
171156,can,can (10.75 oz),305
171157,cup,cup (4 fl oz),270
171157,can,can (11.5 oz),326
171158,cup,cup,248
171159,cup,cup,252
171159,can,can,305
171160,cup,cup (8 fl oz),251
171160,can,can (10.75 oz),305
171161,cup,cup,252
171161,can,can (10.5 oz),298
171162,cup,cup,245
171162,can,can (19 oz),539
171163,cup,cup,252
171163,can,can (10.75 oz),305
171164,cup,cup,246
171164,can,can (10.5 oz),298
171165,serving,serving 1 tbsp,7.5
171165,packet,packet,39
171166,packet,packet,18
171167,tbsp,tbsp,18
171167,fl oz,fl oz,36
171167,cup,cup,288
171168,cup,cup,236
171168,can,can,298
171169,tsp,tsp,3
171170,cup,cup,238
171170,can,can,298
171171,cup,cup (8 fl oz),21
171172,cup,cup (8 fl oz),24
171173,serving,serving,6.7
171174,cup,cup,206
171175,cup,cup (4 fl oz),252
171175,can,can (10.75 oz),305
171176,serving,serving 1 cup,248
171176,fl oz,fl oz,31
171177,package,package without flavor packet,81
171177,packet,packet,5.8
171178,serving,serving 1/2 cup,121
171178,can,can 10.7 oz (10.75 oz),303
171179,cup,cup,213
171179,can,can 14.5 oz,413
171179,carton,carton 32 oz,925
171180,cup,cup,220
171180,carton,carton 32 oz,928
171181,oz,oz 1 pouch,28.3
171182,oz,oz 1 pouch,28.3
171183,oz,oz 1 pouch,28.3
171184,oz,oz 1 pouch,28.3
171185,cup,cup,240
171186,tsp,tsp,6.5
171187,tsp,tsp,6.9
171188,tsp,tsp,6.2
171189,serving,serving,292
171189,package,package yields,292
171190,cup,cup,250
171190,can,can,528
171191,cup,cup,252
171192,serving,serving 1/2 cup,132
171193,oz,oz,28.25
171193,piece,piece,429
171194,oz,oz,28.25
171194,piece,piece,340
171195,oz,oz,28.25
171195,piece,piece,331
171196,oz,oz,28.333
171196,steak,steak,307
171197,oz,oz,28.333
171197,steak,steak,309
171198,oz,oz,28.333
171198,roast,roast,793
171199,oz,oz,28.333
171199,roast,roast,779
171200,oz,oz,28.333
171200,roast,roast,787
171201,oz,oz,28.333
171201,steak,steak,141
171202,oz,oz,28.25
171202,steak,steak,198
171203,oz,oz,28.333
171203,lb,lb,453.6
171204,oz,oz,28.333
171205,oz,oz,28.333
171206,oz,oz,28.25
171207,oz,oz,28.333
171208,oz,oz,28.333
171209,oz,oz,28.333
171209,steak,steak,291
171210,oz,oz,28.333
171210,roast,roast,2044
171211,oz,oz,28.333
171211,steak,steak,356
171212,oz,oz,28.333
171212,steak,steak,349
171213,oz,oz,28.25
171213,steak,steak,473
171214,oz,oz,28.25
171214,steak,steak,483
171215,oz,oz,28.333
171215,roast,roast,586
171216,oz,oz,28.333
171216,roast,roast,645
171217,oz,oz,28.333
171217,steak,steak,449
171218,oz,oz,28.333
171218,steak,steak,445
171219,oz,oz,28.333
171219,steak,steak,454
171220,oz,oz,28.25
171220,steak,steak,204
171221,oz,oz,28.25
171221,steak,steak,191
171222,oz,oz,28.333
171222,piece,piece,289
171223,oz,oz,28.333
171223,piece,piece,272
171224,oz,oz,28.333
171224,roast,roast,787
171225,oz,oz,28.333
171225,roast,roast,793
171226,oz,oz,28.333
171226,roast,roast,779
171227,oz,oz,28.333
171227,piece,piece,227
171228,oz,oz,28.333
171228,steak,steak,308
171229,oz,oz,28.333
171229,steak,steak,307
171230,oz,oz,28.333
171230,steak,steak,309
171231,oz,oz,28.25
171231,steak,steak,384
171232,oz,oz,28.333
171232,steak,steak,281
171233,oz,oz,28.333
171233,steak,steak,306
171234,oz,oz,28.25
171234,steak,steak,462
171234,roast,roast,2627
171235,oz,oz,28.25
171235,steak,steak,456
171235,roast,roast,2674
171236,oz,oz,28.333
171236,steak,steak,381
171237,oz,oz,28.333
171237,steak,steak,378
171238,oz,oz,28.333
171238,steak,steak,385
171239,oz,oz,28.333
171239,roast,roast,1601
171240,oz,oz,28.35
171240,package,package (8 oz),227
171241,oz,oz,28.35
171241,package,package (7 oz),198
171242,oz,oz,28.35
171242,slice,slice (1 oz),28
171242,cubic,cubic inch,15
171242,cup,"cup, diced",132
171242,cup,"cup, shredded",108
171242,package,package (6 oz),170
171243,cup,cup,134
171243,oz,oz,28.35
171243,cubic,cubic inch,18
171243,box,box,113
171243,package,package (8 oz),227
171244,cup,"cup, diced",132
171244,cup,"cup, shredded",113
171244,oz,oz,28.35
171244,cubic,cubic inch,18
171244,slice,slice (1 oz),28
171245,cup,"cup, diced",132
171245,cup,"cup, shredded",113
171245,oz,oz,28.35
171245,cubic,cubic inch,18
171245,slice,slice (1 oz),28
171245,package,package (6 oz),170
171246,oz,oz,28.35
171246,package,package (3 oz),85
171247,cup,cup,100
171247,tbsp,tbsp,5
171247,oz,oz,28.35
171248,cup,cup,248
171248,oz,oz,28.35
171248,cup,cup,246
171249,oz,oz,28.35
171249,package,package (5 oz),28.4
171250,oz,oz,28.35
171250,package,package (3 oz),85
171251,cup,"cup, diced",132
171251,cup,"cup, melted",244
171251,cup,"cup, shredded",108
171251,oz,oz,28.35
171251,cubic,cubic inch,15
171251,slice,slice (1 oz),28
171252,cup,cup,113
171252,oz,oz,28.35
171252,slice,slice (3/4 oz),21
171252,package,package (8 oz),227
171253,oz,oz,28.35
171253,package,package (8 oz),227
171254,cup,"cup, diced",140
171254,cup,cup,244
171254,jar,jar (5 oz),128
171254,cubic,cubic inch,18
171254,jar,jar (5 oz),142
171254,slice,slice,34
171254,slice,"slice, thin",14
171255,fl oz,fl oz,30.2
171255,tbsp,tbsp,15
171255,cup,cup,242
171255,container,"container, individual (.5 fl oz)",15
171256,tbsp,tbsp,15
171256,cup,cup,242
171257,tbsp,tbsp,12
171257,cup,cup,230
171258,cup,cup,254
171258,fl oz,fl oz,31.8
171258,quart,quart,1016
171259,tbsp,tbsp,12
171259,cup,cup,235
171261,container,"container, individual",15
171261,fl oz,fl oz,30
171261,cup,cup,240
171261,cup,cup,240
171262,container,"container, individual",15
171262,cup,cup,240
171263,cup,cup,94
171263,tsp,tsp,2
171263,packet,packet,3
171264,cup,cup,244
171264,quart,quart,976
171265,cup,cup,244
171265,fl oz,fl oz,30.5
171265,tbsp,tbsp,15
171265,quart,quart,976
171266,cup,cup,244
171266,quart,quart,976
171267,cup,cup,244
171267,fl oz,fl oz,30.5
171267,quart,quart,976
171268,cup,cup,246
171268,quart,quart,984
171269,cup,cup,245
171269,fl oz,fl oz,30.6
171269,quart,quart,980
171270,cup,cup,245
171270,fl oz,fl oz,30.6
171270,quart,quart,980
171271,cup,cup,246
171271,quart,quart,984
171272,cup,cup,68
171272,envelope,envelope (1-1/3 cup),91
171272,cup,cup (makes 1 cup reconstituted milk),69.697
171273,oz,oz,28.35
171273,lb,lb,452
171274,cup,cup,120
171274,cup,cup,120
171274,tbsp,tbsp,6.5
171275,fl oz,fl oz,38.2
171275,cup,cup,306
171276,fl oz,fl oz,31.5
171276,cup,cup,252
171276,can,can (13 oz),369
171276,cup,cup,252
171277,cup,cup,250
171277,fl oz,fl oz,31.2
171278,fl oz,fl oz,30.5
171278,cup,cup,244
171278,quart,quart,976
171279,fl oz,fl oz,30.8
171279,cup,cup,246
171280,cup,cup,244
171280,quart,quart,976
171281,cup,cup,57
171281,tbsp,tbsp,2.9
171282,cup,cup,246
171282,quart,quart,984
171283,cup,cup,145
171283,tbsp,tbsp,7.5
171284,container,container (6 oz),170
171284,container,container (8 oz),227
171284,container,container (4 oz),226
171284,cup,cup (8 fl oz),245
171285,container,container (6 oz),170
171285,cup,cup (8 fl oz),245
171285,container,container (8 oz),227
171285,container,"container, Dannon Sprinkl'ins (4.1 oz)",116
171285,container,container (4 oz),226
171286,container,container (6 oz),170
171286,container,container (4 oz),226
171286,container,container (8 oz),227
171287,large,large,50
171287,extra-large,extra large,56
171287,jumbo,jumbo,63
171287,cup,cup (4.86 large eggs),243
171287,medium,medium,44
171287,small,small,38
171288,cup,cup shredded,112
171289,slice,slice (2/3 oz),19
171289,slice,slice (3/4 oz),21
171290,oz,oz,28.35
171290,slice,slice (3/4 oz),21
171290,slice,slice (1 oz),28
171290,cubic,cubic inch,18
171290,cup,"cup, diced",140
171290,cup,"cup, shredded",113
171290,cup,"cup, melted",244
171291,cup,cup,113
171291,oz,oz,28.35
171291,slice,slice (3/4 oz),21
171291,package,package (8 oz),227
171292,slice,slice,21
171293,medium,medium,298
171294,piece,pieces,3.654
171295,serving,serving,28
171296,oz,oz,28.302
171297,oz,oz,28.302
171298,oz,oz,28.302
171299,oz,oz,28.302
171300,container,container (5.3 oz),150
171300,cup,cup (8 fl oz),245
171300,container,container (6 oz),170
171300,container,container (8 oz),227
171300,container,"container, Dannon Sprinkl'ins (4.1 oz)",116
171301,cup,cup,247
171301,bottle,bottle,989
171302,cup,cup,252
171302,fl oz,fl oz,31.5
171302,can,can (13 oz),369
171302,cup,cup,252
171303,cup,cup,250
171303,fl oz,fl oz,31.2
171303,quart,quart,1000
171315,tsp,tsp,1.9
171315,tbsp,tbsp,6
171316,tsp,"tsp, whole",2.1
171316,tbsp,"tbsp, whole",6.7
171317,tsp,"tsp, leaves",0.7
171317,tbsp,"tbsp, leaves",2.1
171317,tsp,"tsp, ground",1.4
171317,tbsp,"tbsp, ground",4.5
171318,tsp,tsp,0.6
171318,tbsp,tbsp,1.9
171319,tsp,tsp,2.7
171319,tbsp,tbsp,8
171320,tsp,tsp,2.6
171320,tbsp,tbsp,7.8
171321,tsp,tsp,2.1
171321,tbsp,tbsp,6.5
171322,tsp,tsp,1
171322,tbsp,tbsp,3.1
171323,tsp,"tsp, whole",2
171323,tbsp,"tbsp, whole",5.8
171324,tsp,tsp,3.7
171324,tbsp,tbsp,11.1
171325,tsp,tsp,3.1
171325,tbsp,tbsp,9.7
171326,tsp,tsp,2.2
171326,tbsp,tbsp,7
171327,tsp,tsp,2.4
171327,tbsp,tbsp,6.9
171328,tsp,"tsp, leaves",1
171328,tsp,"tsp, ground",1.8
171329,tsp,tsp,2.3
171329,tbsp,tbsp,6.8
171330,tsp,tsp,2.8
171330,tbsp,tbsp,8.8
171331,tsp,tsp,1.5
171331,tbsp,tbsp,4.4
171332,tsp,tsp,1.7
171332,tbsp,tbsp,5.6
171333,tsp,tsp,1.2
171333,tbsp,tbsp,3.3
171400,tbsp,tbsp,12.8
171400,cup,cup,205
171401,tbsp,tbsp,12.8
171401,cup,cup,205
171402,tbsp,tbsp,16
171402,cup,cup,250
171402,serving,serving (2 tbsp),30
171403,tbsp,tbsp,14.7
171403,cup,cup,235
171404,tbsp,tablespoon,16
171404,cup,cup,260
171404,serving,serving (2 tbsp),30
171405,tbsp,tablespoon,15
171405,cup,cup,240
171406,tbsp,tbsp,15
171406,cup,cup,240
171407,tbsp,tablespoon,15
171407,cup,cup,240
171408,tbsp,tablespoon,14.1
171408,cup,cup,225
171409,tbsp,tablespoon,15
171409,cup,cup,245
171410,tbsp,tbsp,13.5
171410,cup,cup,216
171410,tsp,tsp,4.5
171411,tbsp,tbsp,13.6
171411,cup,cup,218
171411,tsp,tsp,4.5
171412,tbsp,tbsp,13.6
171412,cup,cup,218
171412,tsp,tsp,4.5
171413,tbsp,tablespoon,13.5
171413,cup,cup,216
171413,tsp,tsp,4.5
171414,cup,cup,250
171414,tbsp,tbsp,16
171414,individual,individual packet,12.3
171415,cup,cup,232
171415,tsp,tsp,4.8
171416,tbsp,tablespoon,14
171416,cup,cup,220
171417,tbsp,tablespoon,16
171417,cup,cup,250
171418,tbsp,tablespoon,13.8
171418,cup,cup,220
171419,tbsp,tablespoon,14
171419,cup,cup,220
171420,tbsp,tablespoon,16
171420,cup,cup,256
171421,tbsp,tablespoon,13.6
171421,cup,cup,218
171421,tsp,tsp,4.5
171422,tbsp,tablespoon,13.6
171422,cup,cup,218
171422,tbsp,tbsp (1/8 cup),13.5
171423,tbsp,tablespoon,13.6
171423,cup,cup,218
171423,tsp,tsp,4.5
171424,tbsp,tablespoon,13.6
171424,cup,cup,218
171424,tsp,tsp,4.5
171425,tbsp,tablespoon,13.6
171425,cup,cup,218
171425,tsp,tsp,4.5
171426,tbsp,tablespoon,13.6
171426,cup,cup,218
171426,tsp,tsp,4.5
171427,tbsp,tablespoon,13.6
171427,cup,cup,218
171427,tsp,tsp,4.5
171428,tbsp,tbsp,13.6
171428,cup,cup,218
171428,tsp,tsp,4.5
171429,tbsp,tablespoon,13.6
171429,cup,cup,218
171429,tsp,tsp,4.5
171430,spray,"spray , about 1/3 second (1 NLEA serving)",0.3
171431,tbsp,tbsp (1 NLEA serving),14
171432,tbsp,tablespoon (1 NLEA serving),14
171433,tbsp,tbsp (1 NLEA serving),14
171433,cup,cup,214
171434,tbsp,tbsp,14.9
171435,tbsp,tablespoon,14
171435,cup,cup,227
171435,tsp,teaspoon,4
171436,tbsp,tbsp,14
171437,tbsp,tbsp,14
171438,tbsp,tablespoon,14
171438,cup,cup,218
171438,tsp,teaspoon,4.5
171439,tbsp,tablespoon,13.6
171439,cup,cup,218
171439,tsp,teaspoon,4.5
171440,tbsp,tablespoon,13.6
171440,cup,cup,218
171440,tsp,teaspoon,4.5
171441,tbsp,tablespoon,13.6
171441,cup,cup,218
171441,tsp,teaspoon,4.5
171442,tbsp,tablespoon,13.7
171442,cup,cup,219
171443,tbsp,tbsp,15
171443,cup,cup,232
171445,oz,oz,28.333
171445,breast,breast,384
171446,oz,oz,28.333
171446,unit,unit (yield from 1 lb ready-to-cook chicken),225
171446,chicken,chicken,751
171447,oz,oz,28.25
171447,unit,unit (yield from 1 lb ready-to-cook chicken),276
171447,chicken,"chicken, bone removed",920
171448,oz,oz,28.333
171448,unit,unit (yield from 1 lb ready-to-cook chicken),280
171448,chicken,"chicken, bone removed",932
171449,oz,oz,28.333
171449,unit,unit (yield from 1 lb ready-to-cook chicken),188
171449,chicken,"chicken, bone removed",628
171450,oz,oz,28.333
171450,cup,"cup, chopped or diced",140
171450,unit,unit (yield from 1 lb ready-to-cook chicken),356
171451,cup,"cup, chopped or diced",140
171451,tbsp,tbsp,8.7
171451,unit,unit (yield from 1 lb ready-to-cook chicken),157
171452,oz,oz,28.25
171452,unit,unit (yield from 1 lb ready-to-cook chicken),94
171453,oz,oz,28.333
171453,unit,unit (yield from 1 lb ready-to-cook chicken),228
171454,unit,unit (yield from 1 lb ready-to-cook chicken),33
171454,chicken,"chicken, skin only",112
171455,oz,oz,28.333
171455,cup,cup chopped or dice,145
171456,oz,oz,28.25
171456,lb,lb,453
171457,cup,cup chopped or dice,145
171458,heart,heart,6.1
171458,unit,unit (yield from 1 lb ready-to-cook chicken),1.8
171459,unit,unit (yield from 1 lb ready-to-cook chicken),113
171459,chicken,"chicken, bone removed",376
171460,unit,unit (yield from 1 lb ready-to-cook chicken),78
171460,chicken,"chicken, bone removed",260
171461,unit,unit (yield from 1 lb ready-to-cook chicken),79
171461,chicken,"chicken, bone removed",264
171462,unit,unit (yield from 1 lb ready-to-cook chicken),90
171462,chicken,"chicken, bone removed",300
171463,oz,oz,28.25
171463,unit,unit (yield from 1 lb ready-to-cook chicken),160
171463,chicken,"chicken, bone removed",532
171464,unit,unit (yield from 1 lb ready-to-cook chicken),88
171464,chicken,"chicken, bone and skin removed",294
171465,cup,cup,140
171465,unit,unit (yield from 1 lb ready-to-cook chicken),64
171466,cup,"cup, chopped or diced",140
171466,unit,unit (yield from 1 lb ready-to-cook chicken),64
171466,chicken,"chicken, bone and skin removed",214
171467,cup,"cup, chopped or diced",140
171467,unit,unit (yield from 1 lb ready-to-cook chicken),71
171467,chicken,"chicken, bone and skin removed",238
171468,tbsp,tbsp,12.8
171468,unit,unit (yield from 1 lb ready-to-cook chicken),32
171468,chicken,"chicken, separable fat",104
171469,unit,unit (yield from 1 lb ready-to-cook chicken),59
171469,back,"back, bone removed",198
171470,unit,unit (yield from 1 lb ready-to-cook chicken),72
171470,back,"back, bone removed",240
171471,unit,unit (yield from 1 lb ready-to-cook chicken),44
171471,back,"back, bone removed",144
171472,oz,oz,28.333
171472,unit,unit (yield from 1 lb ready-to-cook chicken),48
171473,unit,unit (yield from 1 lb ready-to-cook chicken),26
171473,back,"back, bone and skin removed",84
171474,breast,"breast, bone removed (yield from 1 lb ready-to-cook chicken)",174
171474,breast,"breast, bone removed",290
171475,oz,oz,28.333
171475,unit,unit (yield from 1 lb ready-to-cook chicken),168
171476,unit,unit (yield from 1 lb ready-to-cook chicken),59
171476,breast,"breast, bone removed",196
171477,cup,"cup, chopped or diced",140
171477,unit,unit (yield from 1 lb ready-to-cook chicken),52
171477,breast,"breast, bone and skin removed",172
171478,cup,"cup, chopped or diced",140
171478,unit,unit (yield from 1 lb ready-to-cook chicken),57
171478,breast,"breast, bone and skin removed",190
171479,oz,oz,28.333
171479,bird,bird,3812
171480,oz,oz,28.25
171480,bird,bird,5002
171481,oz,oz,28.333
171481,bird,bird,3812
171482,oz,oz,28.25
171482,lb,lb,453
171483,oz,oz,28.333
171483,gizzard,gizzard cooked,45
171484,oz,oz,28.25
171484,piece,piece,24
171485,oz,oz,28.333
171485,heart,heart,20
171486,oz,oz,28.25
171486,raw,raw liver,78
171487,oz,oz,28.333
171487,liver,liver cooked,53
171488,oz,oz,28.25
171488,lb,lb,453
171489,oz,oz,28.333
171490,serving,serving,85
171491,oz,oz,28.333
171492,oz,oz,28.333
171492,unit,unit (yield from 1 lb ready-to-cook turkey),224
171493,unit,unit (yield from 1 lb ready-to-cook turkey),105
171493,leg,"leg, bone removed",816
171494,oz,oz,28.333
171494,unit,unit (yield from 1 lb ready-to-cook turkey),71
171494,leg,"leg, bone removed",546
171495,unit,unit (yield from 1 lb ready-to-cook turkey),33
171495,wing,"wing, bone removed",256
171496,oz,oz,28.333
171496,breast,breast,1413
171497,oz,oz,28.25
171497,wing,wing,346
171498,oz,oz,28.333
171498,wing,wing,213
171499,unit,unit (yield from 1 lb ready-to-cook turkey),31
171499,turkey,"turkey, skin only",392
171500,oz,oz,28.333
171500,package,"package (net weight, 5 oz)",142
171501,oz,oz,28.333
171501,breast,"breast, bone removed",1728
171502,oz,oz,28.333
171502,thigh,"thigh, bone removed",314
171503,oz,oz,28.333
171503,box,"box (net weight, 2.5 lb)",1134
171504,lb,lb,454
171505,oz,oz,28.25
171505,lb,lb,453.6
171505,patty,"patty, 4 oz",114
171506,oz,oz,28.333
171506,patty,"patty (4 oz, raw) (yield after cooking)",82
171506,unit,"unit, yield from 1 lb raw",330
171507,oz,oz,28.333
171507,bird,bird,336
171508,oz,oz,28.333
171508,serving,serving,74
171509,oz,oz,28.25
171509,piece,piece,263
171509,breast,breast,236
171510,unit,unit (yield from 1 lb ready-to-cook duck),56
171510,oz,oz,28.333
171510,breast,"breast, bone removed",240
171511,oz,oz,28.333
171511,breast,"breast, bone and skin removed",190
171511,cup,"cup, chopped or diced",174
171511,unit,unit (yield from 1 lb ready-to-cook duck),44
171512,oz,oz,28.333
171512,patty,patty,60
171513,oz,oz,28.333
171513,patty,patty,60
171514,oz,oz,28.333
171514,piece,piece,15
171514,piece,pieces,15.5
171515,oz,oz,28.333
171515,piece,piece,15
171515,piece,pieces,15.5
171516,oz,oz,28.333
171516,wing,wing,51
171517,serving,serving (3 oz),85
171517,back,back,102
171517,oz,oz,28.35
171518,oz,oz,28.333
171518,breast,breast breast with skin and bone,483
171518,oz,oz,28.35
171519,drumstick,drumstick,53
171519,serving,serving (3oz),85
171519,oz,oz,28.35
171520,oz,oz,28.333
171521,drumstick,drumstick,53
171521,serving,serving (3 oz),85
171521,oz,oz,28.35
171522,thigh,thigh,89
171522,serving,serving,85
171523,wing,wing,53
171523,serving,serving (3 oz),85
171523,oz,oz,28.35
171524,serving,serving,85
171525,oz,oz,28.25
171525,drumstick,drumstick,359
171526,oz,oz,28.333
171526,wing,wing,358
171527,oz,oz,28.333
171527,wing,wing,219
171528,oz,oz,28.333
171528,breast,breast,1150
171529,oz,oz,28.333
171529,breast,breast,863
171530,oz,oz,28.333
171530,drumstick,drumstick,206
171531,oz,oz,28.25
171531,thigh,thigh,367
171532,oz,oz,28.333
171532,thigh,thigh,319
171533,oz,oz,28.25
171533,thigh,thigh,454
171534,oz,oz,28.333
171534,piece,piece,196
171535,oz,oz,28.333
171535,piece,piece,195
171536,oz,oz,28.333
171536,piece,piece,192
171537,cup,cup (4 fl oz),252
171537,can,can (10.75 oz),305
171538,cup,cup,240
171538,can,can 14.5 oz,435
171538,container,container 32 oz,960
171539,cup,cup,250
171539,can,can (10.75 oz),305
171540,cup,cup,252
171540,can,can (10.75 oz),305
171541,cup,cup,248
171542,cup,cup (4 fl oz),252
171542,can,can (10.75 oz),305
171543,cup,cup,248
171544,cup,cup,240
171544,can,can 19 oz,539
171545,cup,cup,252
171546,cup,cup,255
171547,cup,cup,252
171547,can,can (10.7 oz),303
171548,cup,cup,248
171548,can,can (10.5 oz),310
171549,cup,cup (8 fl oz),248
171549,can,can (20 oz),567
171550,cup,cup,240
171550,can,can (19 oz),539
171551,cup,cup (4 fl oz),246
171551,can,can (10.5 oz),298
171552,cup,cup,252
171552,can,can (10.75 oz),305
171553,cup,cup (4 fl oz),246
171553,can,can (10.5 oz),298
171554,cup,cup,256
171554,can,can (11.2 oz),319
171555,cup,cup,240
171555,can,can (19 oz),539
171556,cup,cup,246
171557,cup,cup (4 fl oz),258
171557,can,"can (11 oz), undiluted",312
171558,cup,cup (8 fl oz),236
171558,can,can (18.75 oz),532
171559,cup,cup,230
171560,cube,cube,3.6
171560,packet,packet,6
171561,cube,cube,3.6
171562,cube,cube,4
171562,tsp,teaspoon,2
171563,cube,cube,4.8
171564,cup,cup,233
171564,can,can,291
171565,tbsp,tbsp,6
171566,cup,cup,228
171566,cup,cup,228
171566,jar,jar 10.5 oz,273
171566,jar,jar 12 oz,324
171567,tbsp,tbsp,8
171567,serving,serving,8
171568,cup,cup,238
171568,tbsp,tbsp,14.9
171568,tsp,tsp,5
171568,can,can,298
171569,serving,serving,7
171570,cup,cup (8 fl oz),25
171571,packet,packet,74
171571,packet,packet (6 fl oz),11.1
171572,cup,cup (8 fl oz),244
171572,can,"can (10.75 oz), prepared",593
171573,cup,cup (8 fl oz),244
171573,can,"can (10.75 oz), prepared",593
171574,cup,cup (8 fl oz),247
171574,can,"can (11 oz), prepared",600
171575,tbsp,tbsp,17
171576,oz,oz 1 pouch,28.3
171577,oz,oz 1 pouch,28.3
171578,oz,oz 1 pouch,28.3
171579,cup,cup,252
171580,cup,cup,244
171581,cup,cup,252
171582,cup,cup,248
171583,cup,cup,221
171583,can,can,390
171583,carton,carton (32 oz),926
171585,serving,serving,240
171585,package,package yields,539
171586,serving,serving 1/2 cup,128
171587,serving,serving 1/2 cup,121
171587,can,can 10.7 oz,303
171588,serving,serving,6.7
171588,package,package,454
171589,serving,serving,6.7
171589,package,package (16 oz),454
171590,serving,serving,6.7
171590,package,package (16 oz),454
171591,serving,serving 1 cup,248
171591,fl oz,fl oz,31
171592,cup,cup,259
171592,fl oz,fl oz,32.4
171593,serving,serving 1 cup,248
171593,fl oz,fl oz,31
171594,cup,cup,253
171595,packet,packet,6
171595,cup,cup,273
171596,cup,cup,241
171597,serving,serving 1/2 cup,128
171597,cup,cup,257
171598,cup,cup,236
171599,serving,serving 1/4 cup 2 oz,57
171600,cup,cup,224
171600,cup,cup,226
171600,can,can 10.5 oz,273
171601,oz,oz,28.35
171601,slice,"slice (5-7/8"" x 3-1/2"" x 1/16"")",23
171602,cup,cup,248
171604,tbsp,tbsp,15
171604,cup,cup,245
171605,tbsp,tbsp,15
171605,cup,cup,245
171606,cup,cup,244
171606,fl oz,fl oz,30.5
171607,cup,cup,244
171607,can,can (10.75 oz),305
171608,serving,serving 1/3 cup,39
171609,cup,cup,240
171610,tbsp,tbsp,17
171610,cup,cup,275
171611,cup,cup,251
171612,cup,cup,240
171613,tsp,tsp,2.6
171613,cube,cube,3.6
171614,package,package without flavor packet,82
171614,packet,packet,5.6
171615,package,package without flavor packet,81
171615,packet,packet,6
171616,slice,"slice (4"" dia x 1/8"" thick)",23
171616,slice,"slice (2-3/4"" dia x 1/16"")",6
171617,slice,slice,23
171617,oz,oz,28.35
171618,slice,slices,25
171619,sausage,sausage,91
171620,link,link cooked,85
171621,oz,oz,28.35
171621,slice,"slice (2-1/2"" dia x 1/4"" thick)",18
171622,link,link,70
171623,link,links,42.918
171624,oz,oz,28.333
171624,link,link,45
171625,oz,oz,28.35
171625,frankfurter,frankfurter,45
171626,oz,oz,28.35
171626,slice,"slice (4-1/4"" x 4-1/4"" x 1/16"")",21
171627,slice,"slice (1 oz) (4"" x 4"" x 3/32"" thick)",28
171627,slice,"slice (4-1/4"" x 4-1/4"" x 1/16"")",21
171628,slice,"slice (1 oz) (4"" x 4"" x 3/32"" thick)",28
171628,slice,slices,28.5
171629,tbsp,tbsp,15
171629,oz,oz,28.35
171630,slice,"slice (1 oz) (4"" x 4"" x 3/32"" thick)",28
171630,g,g,1
171631,link,link,101
171632,serving,serving,57
171633,frankfurter,frankfurter,50
171634,frankfurter,frankfurter,48
171635,oz,oz,28.333
171635,package,package,343
171636,oz,oz,28.333
171636,package,package,343
171637,slice,slice,33
171638,oz,oz,28.333
171638,piece,pieces,18.667
171639,slice,slice,8.1
171640,serving,serving,15
171641,cup,cup (1 NLEA serving for adults),30
171641,cup,cup (1 serving for children under 4 years),29.851
171642,cup,cup (1 NLEA serving),36
171643,cup,cup (1 NLEA serving),34.667
171644,cup,cup (1 NLEA serving),36
171645,cup,cup (1 NLEA serving),36
171646,cup,cup,122
171646,oz,oz,28.35
171647,cup,cup (1 NLEA serving),116
171648,cup,cup (1 NLEA serving),38.667
171649,cup,cup (1 NLEA serving),27
171650,cup,cup (1 NLEA serving),59
171651,cup,cup (1 NLEA serving),18.667
171652,cup,cup (1 NLEA serving),36
171653,tbsp,tbsp (1 NLEA serving),7
171654,tbsp,tbsp,9.7
171654,cup,cup,156
171655,cup,cup,257
171655,tbsp,tbsp,16
171656,packet,packet,29
171656,tbsp,tbsp,7
171657,cup,cup (1 serving),251
171657,tbsp,tbsp,16
171658,tbsp,tbsp,11
171658,cup,cup,176
171659,cup,cup,240
171659,tbsp,tbsp,14.9
171659,cup,cup,238.667
171660,tbsp,tbsp,11.5
171660,cup,cup,178
171661,packet,packet,28
171662,cup,"cup, cooked",234
171662,cup,"cup, dry, yields",501
171662,oz,"oz, dry, yields",177
171662,packet,"packet, dry, yields",177
171663,packet,packet (1 NLEA serving),43
171664,packet,packet,45
171665,cup,cup (1 NLEA serving),121.212
171665,cup,cup,141
171665,cup,cup,140
171666,cup,cup,243
171666,cup,cup,242.667
171667,cup,cup,94
171667,cup,cup,93.939
171668,cup,cup,242
171668,cup,cup,242.667
171669,cup,cup (1 NLEA serving),15
171670,tbsp,tbsp,9.7
