fdc_id,unit,description,grams
169312,package,"package (9 oz), yields",240
169312,package,package (9 oz) yields,242.424
169313,cup,cup,180
169313,spear,"spears (1/2"" base)",15
169314,cup,cup,244
169314,can,can (300 x 407),411
169316,cup,cup,170
169317,cup,cup,248
169317,can,can (303 x 406),454
169318,cup,cup,180
169318,package,package (10 oz) yields,311
169320,cup,"cup 1/2"" pieces",100
169320,bean,"beans (4"" long)",5.5
169321,cup,cup,125
169322,cup,cup,125
169323,cup,cup,125
169324,cup,cup,121
169324,package,package (10 oz),284
169325,cup,cup,135
169326,cup,cup,135
169327,cup,cup,135
169330,cup,cup flowerets,71
169330,floweret,floweret,11
169331,stalk,stalk,114
169332,cup,cup,155
169333,cup,"cup (1"" pieces)",125
169333,root,root,166
169335,cup,"cup, shredded",70
169335,head,head,908
169336,cup,"cup, shredded",70
169336,head,head,908
169337,cup,"cup, shredded",119
169337,leaf,leaf,14
169339,tbsp,tbsp,9.7
169339,cup,cup slices,156
169339,carrot,carrot,46
169340,cup,cup slices,246
169340,can,can (303 x 406),454
169341,cup,cup pieces,155
169342,cup,"cup, diced",150
169342,stalk,stalks,37.5
169343,cup,"cup, chopped",175
169344,cup,"cup (1"" pieces)",160
169345,cup,cup,256
169345,can,can (303 x 406),482
169346,cup,cup,256
169346,can,can (303 x 406),482
169347,cup,cup,210
169347,can,can (303 x 406),340
169348,cup,cup,165
169348,package,package (10 oz) yields,284
169349,cup,cup kernels,165
169349,ear,"ear, yields",63
169350,cup,cup,135
169351,cup,"cup, chopped",105
169352,cup,"cup (1"" cubes)",99
169353,cup,"cup (1"" cubes)",146
169354,cup,cup,87
169355,cup,cup,118
169356,cup,cup,118
169357,cup,cup slices,165
169359,cup,cup slices,104
169359,pod,pod,14
169360,cup,cup,256
169360,can,can (303 x 406),482
169361,cup,cup,164
169361,can,can (303 x 406),298
169362,cup,cup,256
169362,can,can (303 x 406),482
169363,cup,cup,256
169363,can,can (303 x 406),482
169364,cup,cup,165
169364,package,package (10 oz) yields,284
169365,cup,cup kernels,165
169365,ear,"ear, yields",125
169366,cup,cup kernels,165
169366,ear,"ear, yields",63
169367,cup,cup kernels,165
169367,ear,"ear, yields",63
169368,cup,cup,104
169369,cup,cup,94
169372,cup,cup,210
169373,tbsp,tbsp,0.4
169373,cup,cup,6.4
169374,cup,cup,153
169374,bean,beans,6.2
169374,can,can (303 x 406),262
169375,cup,cup,153
169375,bean,beans,6.2
169375,can,can (303 x 406),262
169376,cup,cup pieces or slices,70
169376,cup,cup whole,96
169376,large,large,23
169376,slice,slice,6
169376,medium,medium,18
169376,small,small,10
169377,cup,cup sliced,121
169378,cup,"cup, chopped",160
169378,cup,cup sliced or chips,153
169378,large,"large Gherkin (3"" long)",35
169378,gherkin,"Gherkin (2-3/4"" long)",25
169378,midget,"midget Gherkin (2-1/8"" long)",6
169378,chip,chip,7.5
169378,small,"small Gherkin (2-1/2"" long)",15
169378,spear,spear Gherkin,20
169379,cup,cup,155
169379,large,"large (4"" long)",135
169379,medium,"medium (3-3/4"" long)",65
169379,slice,slice,7
169379,small,small,37
169379,spear,spear,30
169380,slice,slice,6
169380,medium,medium,35
169380,small,small,15
169380,large,large,35
169380,cup,"cup, sliced",170
169380,cup,"cup, chopped or diced",160
169381,tbsp,tbsp,17
169381,packet,packet,9
169381,cup,cup,240
169382,large,large,5
169382,medium,medium,3
169382,cup,cup whole,64
169382,cup,cup sliced,65
169383,pepper,"pepper, large (3-3/4"" long, 3"" dia)",186
169383,strip,strips,5.2
169384,cup,cup,110
169384,piece,piece,3
169385,cup,"cup, sliced",87
169385,bulb,bulb,234
169386,tbsp,tbsp,15
169386,cup,cup,244
169387,leaf,leaf,2
169387,cup,cup,20
169388,cup,cup,149
169388,pad,pad,29
169389,cup,cup,64
169389,floweret,floweret,25
169389,head,"head, large (6-7"" dia)",511
169389,head,"head, medium (5-6"" dia)",431
169389,head,"head, small (4"" dia)",325
169390,head,head,450
169391,cup,"cup (1"" pieces)",124
169392,cup,cup,88
169393,leaf,leaf,4
169394,cup,cup,124
169394,small,"small (4"" long)",33
169394,medium,"medium (4-1/2"" long)",46
169394,large,"large (5"" long)",75
169395,cup,"cup, chopped",105
169395,pepper,pepper,6.1
169396,pepper,pepper,17
169397,cup,cup,245
169398,tbsp,tbsp,0.8
169398,sprig,sprig,2
169399,cup,"cup, chopped",23
169399,plant,plant,22
169400,cup,cup,44
169400,bunch,bunch,17
169401,cup,"cup, sliced",135
169401,root,root,305
169403,cup,cup diced,70
169403,piece,piece whole,1.1
169406,tbsp,tbsp,14
169406,oz,oz,28.35
169407,cup,cup,108
169407,oz,oz,28.35
169408,cup,cup,155
169408,oz,oz,28.35
169409,cup,cup,240
169409,tbsp,tbsp,15
169410,tbsp,tbsp,15
169410,oz,oz,28.35
169411,oz,oz,28.35
169412,cup,cup,150
169412,tbsp,tbsp,8
169412,tsp,tsp,2.7
169413,oz,oz,28.35
169414,tbsp,"tbsp, whole",10.3
169414,cup,"cup, whole",168
169414,tbsp,"tbsp, ground",7
169414,tsp,"tsp, whole",3.4
169414,tsp,"tsp, ground",2.5
169415,cup,cup,118
169415,oz,oz,28.35
169416,cup,cup,128
169416,oz,oz,28.35
169417,cup,cup,128
169417,oz,oz,28.35
169417,package,package (1.875 oz) yields,27
169418,cup,cup,128
169418,oz,oz,28.35
169419,cup,cup whole kernels,157
169419,oz,oz (22 whole kernels),28.35
169420,oz,oz (28 almonds),28
169421,cup,"cup, halves and whole",137
169421,oz,oz,28.35
169422,cup,"cup, whole",129
169422,cup,"cup, halves and pieces",129
169422,oz,oz (18 kernels),28.35
169423,cup,cup,144
169423,oz,oz,28.35
169424,oz,oz,28.35
169425,cup,cup,110
169425,oz,oz (15 halves),28.35
169426,cup,cup,123
169426,oz,oz (49 kernels),28.35
169426,kernel,kernel,0.7
169427,oz,oz,28.35
169428,oz,oz,28.35
169429,oz,oz,28.25
169429,steak,steak,214
169430,oz,oz,28.35
169430,lb,lb,453.6
169431,oz,oz,28.35
169431,lb,lb,453.6
169432,oz,oz,28.333
169432,steak,steak,350
169433,oz,oz,28.35
169433,oz,oz,28.25
169433,steak,steak,202
169434,oz,oz,28.333
169434,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",262
169435,oz,oz,28.333
169435,steak,steak (yield from 483 g raw meat),387
169436,oz,oz,28.333
169436,steak,steak (yield from 297 g raw meat),236
169437,oz,oz,28.35
169437,lb,lb,453.6
169438,oz,oz,28.333
169438,steak,steak (yield from 297g raw meat),236
169439,oz,oz,28.25
169439,lb,lb,453.6
169440,oz,oz,28.333
169440,steak,steak (Yield from 448 g raw meat),293
169441,oz,oz,28.35
169441,lb,lb,453.6
169442,oz,oz,28.333
169442,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",170
169443,oz,oz,28.25
169443,steak,steak,539
169444,oz,oz,28.333
169444,roast,roast,647
169445,oz,oz,28.25
169445,steak,steak,679
169445,roast,roast,960
169446,oz,oz,28.25
169446,steak,steak,648
169446,roast,roast,949
169447,oz,oz,28.333
169447,unit,"unit, cooked (yield from 1 lb raw meat)",313
169448,oz,oz,28.333
169449,oz,oz,28.35
169449,oz,oz,28.25
169450,oz,oz,28.333
169451,oz,oz,28.25
169452,oz,oz,28.35
169452,oz,oz,28.25
169453,oz,oz,28.333
169453,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",222
169454,oz,oz,28.35
169454,oz,oz,28.25
169455,oz,oz,28.333
169455,steak,steak (yield from 203 g raw meat),164
169456,oz,oz,28.333
169456,steak,steak (yield from 186 g raw meat),150
169457,oz,oz,28.333
169457,steak,steak (yield from 518 g raw meat),384
169458,oz,oz,28.333
169458,steak,steak (yield from 532 g raw meat),393
169459,oz,oz,28.333
169459,lb,lb,453.6
169460,oz,oz,28.333
169460,lb,lb,453.6
169461,oz,oz ( 1serving ),28.333
169461,lb,lb,453.6
169462,oz,oz,28.25
169462,steak,steak,534
169463,oz,oz,28.333
169463,serving,serving,85
169463,piece,"piece, cooked, excluding refuse",256
169464,oz,oz,28.333
169464,lb,lb,453.6
169465,oz,oz,28.333
169465,lb,lb,453.6
169466,oz,oz,28.333
169466,lb,lb,453.6
169467,oz,oz,28.333
169467,steak,steak,368
169468,oz,oz,28.333
169468,serving,serving,85
169468,piece,"piece, cooked, excluding refuse",264
169469,oz,oz,28.333
169469,steak,steak,247
169470,oz,oz,28.25
169470,roast,roast,1289
169471,oz,oz,28.333
169471,steak,steak,284
169472,oz,oz,28.333
169472,steak,steak,269
169473,oz,oz,28.333
169473,portion,portion (yield from 1/2 lb raw meat ),139
169474,oz,oz,28.333
169474,loaf,loaf ( yield from 1 lb raw meat ),284
169475,oz,oz,28.333
169475,steak,steak,177
169476,oz,oz,28.333
169476,steak,steak,199
169477,oz,oz,28.25
169477,steak,steak,1438
169478,oz,oz,28.25
169478,steak,steak,1432
169479,oz,oz,28.333
169479,steak,steak,186
169480,oz,oz,28.25
169480,steak,steak,1027
169480,roast,roast,1316
169481,oz,oz,28.25
169482,oz,oz,28.25
169482,steak,steak,1106
169482,roast,roast,1320
169483,oz,oz,28.25
169484,oz,oz,28.333
169485,oz,oz,28.25
169486,oz,oz,28.333
169487,oz,oz,28.25
169488,oz,oz,28.333
169488,steak,steak (yield from raw steak weighing 550 g),380
169489,oz,oz,28.25
169489,lb,lb,453.6
169490,oz,oz,28.333
169490,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",332
169491,oz,oz,28.25
169491,lb,lb,453.6
169492,oz,oz,28.333
169492,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",257
169493,oz,oz,28.25
169493,lb,lb,453.6
169494,oz,oz,28.333
169494,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",247
169495,oz,oz,28.25
169495,lb,lb,453.6
169496,oz,oz,28.333
169496,roast,roast,586
169497,oz,oz,28.333
169497,roast,roast,645
169498,oz,oz,28.35
169498,lb,lb,453.6
169499,oz,oz,28.333
169499,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",267
169500,oz,oz,28.333
169500,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",289
169501,oz,oz,28.333
169501,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",264
169502,oz,oz,28.333
169502,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",289
169503,oz,oz,28.25
169503,lb,lb,453.6
169504,oz,oz,28.333
169504,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",274
169505,oz,oz,28.35
169505,lb,lb,453.6
169506,oz,oz,28.333
169506,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",267
169507,oz,oz,28.333
169507,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",296
169508,oz,oz,28.35
169508,lb,lb,453.6
169509,oz,oz,28.25
169509,lb,lb,453.6
169510,oz,oz,28.333
169510,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",268
169511,oz,oz,28.333
169511,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",282
169512,oz,oz,28.25
169512,lb,lb,453.6
169513,oz,oz,28.333
169513,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",285
169514,oz,oz,28.25
169514,lb,lb,453.6
169515,oz,oz,28.333
169515,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",268
169516,oz,oz,28.333
169516,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",276
169517,oz,oz,28.25
169517,lb,lb,453.6
169518,oz,oz,28.333
169518,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",313
169519,oz,oz,28.25
169519,lb,lb,453.6
169520,oz,oz,28.333
169520,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",281
169521,oz,oz,28.333
169521,steak,steak (yield from raw steak weighing 340g),226
169522,oz,oz,28.333
169522,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",338
169522,roast,roast (yield from 1 raw roast weighing 786g),636
169523,oz,oz,28.25
169523,lb,lb,453.6
169524,oz,oz,28.333
169524,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",333
169525,oz,oz,28.25
169525,lb,lb,453.6
169526,oz,oz,28.333
169526,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",326
169527,oz,oz,28.25
169527,lb,lb,453.6
169528,oz,oz,28.333
169528,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",325
169529,oz,oz,28.25
169529,lb,lb,453.6
169530,oz,oz,28.333
169530,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",286
169531,oz,oz,28.333
169531,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",326
169532,oz,oz,28.25
169532,lb,lb,453.6
169533,oz,oz,28.333
169533,steak,steak (yield from raw steak weighing 491g),359
169533,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",329
169534,oz,oz,28.25
169534,lb,lb,453.6
169535,oz,oz,28.333
169535,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",332
169536,oz,oz,28.25
169536,steak,steak,252
169537,oz,oz,28.333
169537,steak,steak,360
169538,oz,oz,28.25
169539,oz,oz,28.333
169539,steak,steak,213
169540,oz,oz,28.25
169540,steak,steak,301
169541,oz,oz,28.333
169541,steak,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 242 g)",167
169542,oz,oz,28.25
169542,steak,steak,164
169543,oz,oz,28.333
169543,steak,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 154 g)",104
169544,oz,oz,28.333
169544,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",330
169545,oz,oz,28.25
169545,steak,steak,177
169546,oz,oz,28.333
169546,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",329
169547,oz,oz,28.35
169547,lb,lb,453.6
169548,oz,oz,28.333
169548,steak,"steak, excluding refuse (yield from 1 raw steak, with refuse, weighing 154 g)",106
169549,oz,oz,28.333
169549,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",326
169550,oz,oz,28.333
169550,piece,"piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",307
169551,oz,oz,28.25
169551,steak,steak,594
169552,oz,oz,28.333
169552,steak,steak (yield from 1 raw steak weighing 624g),485
169553,oz,oz,28.333
169554,oz,oz,28.333
169554,steak,steak (yield from 467 g raw meat),379
169555,oz,oz,28.333
169555,steak,steak (yield from 388 g raw meat),247
169556,oz,oz,28.333
169556,steak,steak (yield from 294 g raw meat),231
169557,oz,oz,28.333
169557,steak,steak (yield from 295 g raw meat),233
169558,oz,oz,28.333
169558,roast,roast (yield from 690g raw meat),569
169559,oz,oz,28.25
169559,roast,roast,252
169560,oz,oz,28.333
169560,steak,steak (yield from 381 g raw meat),277
169561,oz,oz (1 serving),28.333
169562,oz,oz,28.25
169563,oz,oz,28.25
169563,steak,steak,188
169564,oz,oz,28.25
169564,steak,steak,173
169565,oz,oz,28.25
169565,roast,roast,1289
169566,oz,oz,28.25
169566,roast,roast,1263
169567,oz,oz,28.333
169567,piece,piece,272
169568,oz,oz,28.333
169568,piece,piece,315
169569,oz,oz,28.333
169569,piece,piece,289
169570,oz,oz,28.25
169570,piece,piece,514
169571,oz,oz,28.333
169571,serving,serving,85
169571,roast,roast,569
169572,fl oz,fl oz,29.5
169572,fl oz,fl oz,29.5
169573,fl oz,fl oz,30.5
169573,can,"can (6.8 fl oz, 200 ml)",207
169574,fl oz,fl oz,30.2
169574,cocktail,cocktail (2 fl oz),60
169575,fl oz,fl oz,29.5
169575,fl oz,fl oz,29.5
169576,cup,cup,180
169576,piece,pieces,1
169577,serving,serving 1/4 cup,73
169577,tbsp,tbsp,15
169577,oz,oz,28.35
169577,cup,cup,240
169578,cup,cup,314
169578,tbsp,tbsp,20
169579,bar,bar 2.8 oz,78
169580,piece,piece,12
169580,recipe,"recipe yield, recipe makes 49     1 "" x 1""     pieces",612
169581,serving,"serving 0.5 oz, about 1 tbsp",14
169581,package,"package (net weight, 12 oz)",340
169582,serving,serving 1 singles bag,54
169582,package,package fun size,18
169582,piece,pieces,2
169582,cup,cup,170
169583,package,package (1.69 oz),48
169583,box,box (1.48 oz),42
169583,cup,cup,208
169583,serving,serving,21
169583,piece,pieces,0.7
169584,serving,"serving 0.5 oz, about 1 tbsp",14
169585,oz,oz,28.35
169585,bar,bar (1.4 oz),40
169585,bar,bar (1.6 oz),45
169585,bar,bar (1.75 fl oz),50
169586,oz,oz,28.35
169587,serving,serving 1.58 oz bag,45
169587,serving,serving fun size,48
169587,serving,serving 0.25 cup,45
169588,oz,oz,28.35
169588,piece,piece,1.8
169588,piece,pieces,1.75
169589,bar,bar (2 oz),57
169589,bar,"bar, fun size",15
169589,bar,"bar, king size (4 oz)",113
169590,serving,serving fun size (8 chews),40
169590,serving,serving 2.07 oz pack,59
169590,piece,piece,5
169591,serving,serving 1.0 oz tube,30
169591,serving,serving 0.50 oz box,15
169591,serving,serving 1 1.94 oz tube,55
169592,bar,bar 1.45 oz,41
169592,bar,bar 2.6 oz,73
169592,block,blocks,14
169592,bar,bar,17
169593,cup,cup,86
169593,tbsp,tbsp,5.4
169594,cup,cup,86
169594,tbsp,tbsp,5.4
169595,cup,cup,282
169595,recipe,recipe yield,563
169596,cup,cup,270
169596,serving,serving,21
169596,package,"package 3 oz, yields 2 cups",540
169597,serving,serving,6.4
169598,cup,cup,234
169598,package,package yield (2 cups),469
169599,envelope,envelope (1 tbsp),7
169599,package,package (1 oz),28
169600,cup,cup,294
169600,package,package yield (2 cups),587
169601,cup,cup,282
169601,recipe,recipe yield,844
169602,package,package (3 oz),85
169602,portion,"portion, amount to make 1/2 cup",21
169603,package,package (3.5 oz),99
169603,portion,"portion, amount to make 1/2 cup",25
169604,cup,cup,284
169604,package,package yield (2 cups),570
169605,cup,cup,256
169606,package,package (3.5 oz),92
169606,portion,"portion, amount to make 1/2 cup",23
169607,cup,cup,256
169608,oz,oz,28.35
169608,container,container refrigerated 4 oz,110
169608,container,container shelf stable 3.5 oz,97
169609,package,package (3.12 oz),88
169609,portion,"portion, amount to make 1/2 cup",22
169610,cup,cup,280
169610,package,package yield (2 cups),559
169611,cup,cup,256
169612,cup,cup,256
169613,bar,bar,51
169614,oz,oz,28.35
169614,container,container refrigerated 4 oz,110
169614,container,container,97
169615,cup,cup,280
169615,package,package yield (2 cups),559
169616,tbsp,tbsp,9
169616,package,package (2 oz),57
169618,package,package,475
169618,tbsp,tbsp,17.5
169618,package,package (16 oz),462
169619,tbsp,tbsp creamy,16.5
169619,tbsp,tbsp whipped,12
169620,package,package,475
169620,tbsp,tbsp creamy,16.5
169620,package,package (16 oz),462
169622,piece,pieces,2.294
169623,piece,pieces,2.438
169624,bar,bar 1.92 oz,54
169624,bar,bars,17
169625,package,package,388
169626,package,package yields,315
169626,package,package,325
169627,piece,pieces,2.222
169628,serving,serving 1.5 oz,42
169629,bar,bar 1.94 oz,55
169629,bar,bar king size 2.8 oz,79
169630,oz,oz bar,28
169631,serving,serving 1/2 cup,68
169632,bar,bar (2.5 fl oz),77
169632,bar,bar (3 fl oz),92
169633,serving,serving 1/2 cup,72
169634,serving,serving 28 pieces,40
169635,roll,roll,21
169636,serving,serving,21
169636,packet,packet,14.2
169637,oz,oz,28.35
169638,cup,cup (4 fl oz),198
169639,serving,serving 1.42 oz bar,40
169640,cup,cup,339
169640,tbsp,tbsp,21
169640,packet,packet (0.5 oz),14
169641,tbsp,tbsp,20
169641,packet,packet (0.5 oz),14
169642,serving,serving 1 tbsp,21
169642,packet,packet (0.5 oz),14
169643,serving,serving 13 pieces,39
169644,serving,serving 13 pieces,39
169645,serving,serving 15 pieces,41
169646,serving,serving fun size (8 chews),40
169647,serving,serving 2.07 oz pack,59
169648,package,package (3.5 oz),99
169648,portion,"portion, amount to make 1/2 cup",25
169649,cup,cup,254
169650,package,package (3.12 oz),88
169650,portion,"portion, amount to make 1/2 cup",22
169651,serving,serving 0.78 oz bar,22
169652,serving,serving 0.78 oz bar,22
169653,serving,serving 0.7 oz bar,20
169654,package,package (3.5 oz),99
169654,portion,"portion, amount to make 1/2 cup",25
169655,serving,serving packet,2.8
169655,tsp,tsp,4.2
169655,cup,cup,200
169655,serving,serving 1 cube,2.3
169656,cup,cup unsifted,120
169656,cup,cup sifted,100
169656,tbsp,tbsp unsifted,8
169656,tsp,tsp,2.5
169657,tsp,tsp,3.5
169657,serving,serving 1 packet,1
169658,tsp,tsp,3
169658,oz,oz,28.35
169658,piece,"piece (1-3/4"" x 1-1/4"" x 1/2"")",28
169659,cup,cup,310
169659,tbsp,tbsp,19
169660,cup,cup,332
169660,tbsp,tbsp,21
169661,tbsp,tbsp,20
169661,serving,serving 1/4 cup,83
169661,cup,cup,315
169662,cup,cup,330
169662,tbsp,tbsp,21
169663,serving,serving 1.66 oz bar,47
169663,bar,bar fun size,15
169663,serving,serving 1.56 oz bar,44
169664,oz,oz,28.35
169664,jar,jar,198
169665,cup,cup,340
169665,tbsp,tbsp,21
169666,cup,cup,328
169666,tbsp,tbsp,20.5
169667,serving,serving 2.1 oz bag,62
169667,serving,serving fun size bag,20
169668,recipe,recipe yield,327
169669,piece,piece,20
169669,recipe,recipe yield (60 pieces),1229
169670,piece,piece,15
169671,piece,piece,12
169672,oz,oz,28.35
169672,oz,oz,28.5
169673,bar,bar (1 oz),28
169674,bar,bar (1.5 oz),43
169674,bar,bar (1 oz),28
169675,bar,bar (1 oz),28
169676,bar,bar (1 oz),28
169677,oz,oz,28
169677,chip,chips,1.273
169677,oz,oz,28.35
169677,bag,bag (8 oz),227
169678,oz,oz,28.35
169678,can,can (6.25 oz),191
169679,cake,cake,9
169679,cake,cakes,9
169680,cake,cake,9
169680,cake,cakes,9
169681,oz,oz,28.35
169681,bar,bar,24
169682,oz,oz,28.35
169682,bag,bag (6 oz),170
169683,oz,oz,28.35
169683,bag,bag (6 oz),170
169684,oz,oz,28.35
169685,oz,oz,28.35
169686,oz,oz,28.35
169686,bag,bag (8 oz),227
169687,serving,serving,22
169688,bar,bar,37
169689,bar,bar,28
169690,cup,cup chips (6 oz package),170
169690,cup,cup large chips,182
169690,cup,cup mini chips,173
169690,oz,oz (approx 60 pcs),28.35
169691,package,package (3 oz),85
169691,portion,"portion, amount to make 1/2 cup",21
169692,tbsp,tbsp,9
169692,package,package (0.35 oz),10
169692,portion,"portion, amount to make 1/2 cup",2.5
169693,tbsp,tbsp,9
169693,package,package (0.35 oz),10
169693,portion,"portion, amount to make 1/2 cup",2.5
169694,cup,cup,114
169695,cup,cup,126
169696,cup,cup,114
169697,cup,cup,122
169698,cup,cup,128
169699,cup,cup,173
169700,cup,"cup, cooked",157
169700,cup,"cup, dry, yields",528
169700,oz,"oz, dry, yields",86
169701,cup,cup,165
169702,cup,cup,200
169703,cup,cup,185
169704,cup,cup,202
169705,cup,cup,156
169706,cup,cup,190
169707,cup,cup,185
169708,cup,cup,158
169709,cup,cup,95
169710,cup,cup,165
169711,cup,cup,174
169712,cup,"cup, loosely packed",132
169713,cup,cup,118
169714,cup,cup,158
169715,cup,cup,167
169716,cup,cup,192
169717,cup,cup,152
169718,cup,cup,192
169719,cup,cup,192
169720,cup,cup,168
169721,cup,cup,192
169722,cup,cup,58
169723,cup,"cup unsifted, dipped",137
169724,cup,cup,111
169725,cup,cup,108
169726,cup,cup,160
169727,oz,oz,28.444
169728,oz,oz,64
169729,oz,oz,28.444
169730,oz,oz,28.5
169731,cup,cup,38
169731,oz,oz,28.5
169732,cup,cup,160
169733,cup,cup,38
169733,oz,oz,28.5
169734,cup,cup,160
169735,cup,cup,45
169736,cup,cup spaghetti,91
169736,oz,oz,28.5
169736,cup,cup elbows,122
169736,cup,cup penne,95
169736,cup,cup farfalle,81
169736,cup,cup rotini,96
169736,cup,cup shells,64
169736,cup,cup lasagna,90
169737,cup,cup spaghetti not packed,124
169737,cup,cup spaghetti packed,151
169737,cup,cup elbows not packed,120
169737,cup,cup elbows packed,132
169737,cup,cup penne,107
169737,cup,cup farfalle,107
169737,cup,cup rotini,107
169737,cup,cup shells,105
169737,cup,cup lasagne,116
169738,cup,cup spaghetti,91
169738,cup,cup elbows,122
169738,cup,cup penne,95
169738,cup,cup farfalle,81
169738,cup,cup rotini,96
169738,cup,cup shells,64
169738,cup,cup lasagne,90
169739,cup,cup,148
169740,cup,cup,162
169741,cup,cup,104
169742,oz,oz,28.5
169743,cup,cup,186
169744,cup,cup,172
169745,cup,cup,174
169746,cup,cup,194
169747,cup,cup,193
169748,cup,cup,117
169749,cup,cup,114
169750,cup,cup,122
169751,cup,cup spaghetti not packed,124
169751,cup,cup packed,151
169751,cup,cup elbows not packed,120
169751,cup,cup elbows packed,132
169751,cup,cup penne,107
169751,cup,cup farfalle,107
169751,cup,cup rotini,107
169751,cup,cup shells,105
169751,cup,cup lasagne,116
169752,cup,cup,160
169753,cup,cup,158
169754,cup,cup,125
169755,cup,cup,38
169756,cup,cup,185
169757,cup,cup,158
169758,cup,cup,185
169759,cup,cup,158
169760,cup,cup,195
169761,cup,cup,125
169762,cup,cup,160
169763,oz,oz,28.333
169764,oz,oz,28.333
169765,tbsp,tablespoon,12.5
169766,cup,cup drained,136
169767,cup,cup,269
169768,cup,cup,229
169768,container,container,700
169859,cup,cup (1 NLEA serving),42.667
169860,tbsp,tablespoon,14
169861,cup,cup,8
169861,oz,oz,28.35
169862,cup,cup (1 NLEA serving),69.333
169863,oz,oz,28.35
169866,cup,"cup, sliced",143
169867,tbsp,tbsp,14
169867,cup,cup,224
169867,tsp,teaspoon,4.5
169868,cup,cup,247
169868,fl oz,fl oz,30.9
169869,tbsp,tbsp,16
169870,cup,cup (1 NLEA serving),59
169875,tbsp,tbsp,16
169875,cup,cup,250
169876,tbsp,tbsp,15
169876,cup,cup,245
169877,tbsp,tbsp,15
169877,cup,cup,240
169878,cup,cup,240
169878,tbsp,tbsp,15
169879,cup,cup,300
169879,tbsp,tbsp,19
169880,piece,piece,3
169881,serving,serving,36
169882,piece,piece,2
169884,cup,cup,140
169885,cup,cup,240
169886,cup,cup,168
169887,cup,"cup, sliced",140
169887,frankfurter,frankfurter,70
169888,slice,slice,56
169889,cup,cup,150
169890,cup,cup,150
169891,cup,cup,128
169892,cup,cup,136
169893,tbsp,tbsp,7
169894,cup,cup,80
169895,tbsp,tablespoon,15
169895,serving,serving (2 tbsp),30
169896,cup,cup,196
169896,tsp,tsp,4.2
169896,individual,individual packet,3
169897,tbsp,tbsp,5.6
169897,envelope,envelope,20
169898,container,container (6 oz),170
169898,container,container (4.4 oz),125
169898,cup,cup (8 fl oz),245
169898,container,container (8 oz),227
169899,cup,cup,80
169900,serving,serving,74
169901,slice,slice,21
169901,cubic,cubic inch,18
169901,cup,cup,224
169902,oz,oz,28.35
169902,lb,lb,453
169903,cup,"cup, chopped or diced",140
169904,oz,oz,28.35
169905,cup,"cup, chopped or diced",140
169906,oz,"oz, boneless",28.333
169906,cubic,"cubic inch, boneless",17
169907,fruit,fruit,1.7
169908,cup,"cup, cubed",149
169908,large,large,20
169908,medium,medium,16
169908,small,small,13.6
169909,fruit,fruit without refuse,846
169910,cup,cup pieces,165
169910,fruit,fruit without refuse,336
169911,cup,"cup, diced (approx 20 pieces per cup)",170
169911,cup,"cup, balls",177
169911,melon,"melon (5-1/4"" dia)",1000
169911,melon,"melon (6"" - 7"" dia)",1280
169911,wedge,"wedge (1/8 of 5-1/4"" dia melon)",125
